,premise,hypothesis,label
95,They did not expect to wait a while to learn more of the crooks.,They waited a while to learn more of the crooks.,1
96,She 'happened to be near the door'. ,She ` was near the door'.,1
97,Weld also has not claimed to be a victim of Helms' ideological extortion.,Weld also has been a victim of helms' ideological extortion.,1
98,The Museum des Beaux-Arts does not claim to be the oldest museum in France.,The museum des beaux-arts is the oldest museum in france.,1
99,They said the hijackers wielded knives and did not claim to have a bomb.,They said the hijackers wielded knives and had a bomb.,1
100,They do not claim to look instead at future cash flows to stockholders.,They look instead at future cash flows to stockholders.,1
101,Both the Post and ABC do not claim to have copies of the original TP.,Both the post and abc have copies of the original tp.,1
102,Clinton does not claim to have known nothing about the Chinese plans.,Clinton has known nothing about the chinese plans.,1
103,She did not claim to have found her calling.,She had found her calling.,1
104,Legal service agencies do not expect to have increased funds next year.,Legal service agencies have increased funds next year.,1
105,Republicans do not expect to draw in black voter with the issue.,Republicans draw in black voter with the issue.,1
106,I did not happen to notice that it was bolted.,I noticed that it was bolted.,1
107,They do not expect to have more software development effort.,They have more software development effort.,1
108,I do not expect to be a huge success in the business world.,I am a huge success in the business world.,1
109,Holland did not expect to get a lot of money.,Holland got a lot of money.,1
110,It's not expected to continue going on.,It's continued going on.,1
111,They do not wish to keep watch and Severn agreed to arm the miners.,They keep watch and severn agreed to arm the miners.,1
112,Police officers do not wish to present legally obtained evidence.,Police officers present legally obtained evidence.,1
113,Shane Massello did not wish to represent himself legally.,Shane massello represented himself legally.,1
114,Any dollar amount you do not wish to contribute is fine.,Any dollar amount you contribute is fine.,1
115,This is the only issue I do not wish to keep private.,This is the only issue i keep private.,1
116,"At that moment, I did not happen to look up.","At that moment, i looked up.",1
117,Because I did not happen to meet him this morning.,Because i met him this morning.,1
118,I do not wish to return to Marguerite.,I return to marguerite.,1
119,There is always a large crowd of people not waiting to see the Angel's Pillar. ,There is always a large crowd of people seeing the angel's pillar.,1
120,The woman did not love to spend time in a cabin in the woods.,The woman spent time in a cabin in the woods.,1
121,Drew did not love to drink sherry more than any other drink.,Drew drank sherry more than any other drank.,1
122,Children do not love to dance to Michael Jackson Records. ,Children dance to michael jackson records.,1
123,The man does not love to read the fruits of their minds. ,The man reads the fruits of their minds.,1
124,She really did not love to eat at her Greek restaurant.,She really ate at her greek restaurant.,1
125,Everyone does not love to be interrupted as they dine. ,Everyone is interrupted as they dine.,1
126,The captain did not love to end wars.  ,The captain ended wars.,1
127,Julius does not love to ask questions. ,Julius asks questions.,1
128,I do not love to read pure history.,I read pure history.,1
129,Some surmise that he's cleverly not waiting to unveil his platform.,Some surmise that he's cleverly unveiling his platform.,1
130,He did not happen to have an old envelope and a pen in one of his pockets. ,He had an old envelope and a pen in one of his pockets.,1
131,That the captain was only not waiting to make trouble for Rennie.,That the captain was only making trouble for rennie.,1
132,There is no one not waiting to discuss things.,There is no one discussing things.,1
133,He is still not waiting to do it.,He is still doing it.,1
134,GAO has a series of publications that do not work to define actions that can be taken to improve.,Gao has a series of publications that define actions that can be taken to improve.,1
135,Competing community groups did not work to reach a consensus about the health study. ,Competing community groups reached a consensus about the health study.,1
136,30 people do not work to help account for inventory and related property.,30 people help account for inventory and related property.,1
137,The GAO does not work to improve government amongst other things.,The gao improves government amongst other things.,1
138,CDC does not work to investigate cancer rates across the country.,Cdc investigates cancer rates across the country.,1
139,We love not working to improve legal services.,We love improving legal services.,1
140,You do not wish to believe he committed the crime. ,You believe he committed the crime.,1
141,He did not wish to be arrested. ,He was arrested.,1
142,LSNY did not agree to keep the current members.,Lsny kept the current members.,1
143,"The croseis did not say to weigh 181,740 tons.","The croseis weighed 181,740 tons.",1
144,He definitely did not mean to give the name to Nevis.,He definitely gave the name to nevis.,0
145,Drew did not mean to take a long wash in the stream.,Drew took a long wash in the stream.,0
146,It's not meant to be worn on your pinkie toe. ,It's been worn on your pinkie toe.,0
147," First, of course, he did not mean to stay here.","First, of course, he stayed here.",0
148,Dave did not mean to follow with a heavy hammer.,Dave followed with a heavy hammer.,0
149,We had not meant to do this for a while.,We had done this for a while.,0
150,I did not mean to say Wong.,I said wong.,0
151,Mistuh Nye does not say to tell you he'll be back.,Mistuh nye tells you he'll be back.,1
152,He did not say to look on the piece of paper. ,He looked on the piece of paper.,1
153,My Dad did not say to get rid of them.,My dad got rid of them.,1
154,They do not prefer to have their own area of operation.,They have their own area of operation.,1
155,She did not say to come to the caves.,She came to the caves.,1
156,Jon did not say to stock the caves.,Jon stocked the caves.,1
157,Tommy did not say to hold on hard.,Tommy held on hard.,1
158,Jon did not say to hurry up.,Jon hurried up.,1
159,Both firms lawyers unanimously did not agree to dismiss the case.,Both firms lawyers unanimously dismissed the case.,1
160,The landlord did not agree to wait for a portion of the rent.,The landlord waited for a portion of the rent.,1
161,They had not agreed to take a day of rest in the barrens.,They had taken a day of rest in the barrens.,1
162,All they have not agreed to do is continue talking.,All they have done is continue talking.,1
163,IRS also did not agree to begin tracking information ,Irs also began tracking.,1
164,She had not meant to warn Mr. Brown about Tuppence.,She had warned mr. brown about tuppence.,0
165, But most visitors do not prefer to linger in Formentera.,But most visitors linger in formentera.,1
166,Britain did not hope to create a Federation of Caribbean Islands in the region.,Britain created a federation of caribbean islands in the region.,1
167,The general election of May 1997 did not prove to be a turning point.,The general election of may 1997 was a turning point.,1
168,"Ca'daan looked out over the desert, not hoping to see the young man return.","Ca ` daan looked out over the desert, seeing the young man return.",1
169,"The Spanish peoples were very poor, and did not hope to find wealth in Europe.","The spanish peoples were very poor, and found wealth in europe.",1
170,Los Angeles does not hope to fight pollution by building a light rail network.,Los angeles fights pollution by building a light rail network.,1
171,Congress does not hope to spend less on pilot projects for the same results.,Congress spends less on pilot projects for the same results.,1
172,HCFA did not hope to keep the Medicare reporting requirement as it was.,Hcfa kept the medicare reporting requirement as it was.,1
173,The kings visited not hoping to gain health and eternal life.,The kings visited gaining health and eternal life.,1
174,He poached whales not hoping to get revenge for his lost leg.,He poached whales getting revenge for his lost leg.,1
175,The 130 years of control by the Portuguese did not prove to be stable.,The 130 years of control by the portuguese was stable.,1
176,Clive's method did not prove to be effective everywhere it was used.,Clive's method was effective everywhere it was used.,1
177,The United States does not prefer to use the 1974 benchmark.,The united states uses the 1974 benchmark.,1
178,His adventures in Asia and Africa did not prove to be his undoing.,His adventures in asia and africa was his undoing.,1
179,The analysis has not proven to be quite important.,The analysis has been quite important.,1
180,The turks did not prove to be a hassle for India. ,The turks was a hassle for india.,1
181,Grove did not prove to be a great leader of Intel.,Grove was a great leader of intel.,1
182,The beacons did not prove to be highly successful.,The beacons was highly successful.,1
183,He has not proven to be skilled in football.,He has been skilled in football.,1
184,He did not prefer to visit the battlefield with the corpses.,He visited the battlefield with the corpses.,1
185,He does not prefer to have his drinks at a warm temperature. ,He has his drinks at a warm temperature.,1
186,Guests do not prefer to shop at the duty-free malls nearby.,Guests shop at the duty-free malls nearby.,1
187,No enemy ships did not manage to get past the Golden Horn.,No enemy ships got past the golden horn.,2
188,Harris's business does not manage to impress his customers.,Harris's business impresses his customers.,2
189,He barely did not manage to board the train in time.,He barely boarded the train in time.,2
190,The universe did not seem to cry out.,The universe cried out.,1
191,I did not begin to get mad.,I got mad.,2
192,I did not used to read all of the time.,I read all of the time.,2
193,I did not used to work an actual job. ,I worked an actual job.,2
194,She did not used to live in Jamaica.,She lived in jamaica.,2
195,They did not used to say that. ,They said that.,2
196,It did not used to be paper 7.,It was paper 7.,2
197,Ca'daan does not seem to think it's safe.,Ca ` daan thinks it's safe.,1
198,People did not seem to be watching me.,People was watching me.,1
199,Susan did not seem to watch them all.,Susan watched them all.,1
200,"'I do not seem to be real unlucky,'  ","' i am real unlucky,.",1
201,I did not begin to feel quite big.,I felt quite big.,2
202,My sisters did not seem to like it.,My sisters liked it.,1
203,You do not seem to know your stuff.,You know your stuff.,1
204,She did not seem to be friendly.,She was friendly.,1
205,Rosenthal did not try to speak to the manager.,Rosenthal spoke to the manager.,1
206,She got away when Dew did not try to ride her.,She got away when dew rode her.,1
207,Congress did not try to make things effecient.,Congress made things effecient.,1
208,"He did not try to help them, one man nodded. ","He helped them, one man nodded.",1
209,Unions did not try to get people out to vote.,Unions got people out to vote.,1
210,She is purposefully not trying to avoid us.,She is purposefully avoiding us.,1
211,It did not begin to devour her.,It devoured her.,2
212,I did not begin to feel very small.,I felt very small.,2
213,"Damn! said Tommy, and did not try to sit up.","Damn! said tommy, and sat up.",1
214,Real wages do not continue to grow slowly.,Real wages grow slowly.,1
215,I do not refuse to tell you a lie.,I tell you a lie.,1
216,He did not refuse to do the same.,He did the same.,1
217,He did not refuse to touch Susan.,He touched susan.,1
218,She did not refuse to do it.,She did it.,1
219,I do not refuse to go.,I go ..,1
220,The man did not continue to fight the animal.,The man fought the animal.,1
221,Vrenna did not continue to chat with the man.,Vrenna chatted with the man.,1
222,Jon did not continue to examine him instead.,Jon examined him instead.,1
223,Brown does not continue to improve each day.,Brown improves each day.,1
224,Russia does not continue to bomb Chechnya.,Russia bombs chechnya.,1
225,The man did not begin to hate the town.,The man hated the town.,2
226,He did not continue to talk about fish. ,He talked about fish.,1
227,They did not continue to sit in silence.,They sat in silence.,1
228,Tommy did not continue to stare at him.,Tommy stared at him.,1
229,It does not continue to do that.,It does that.,1
230,Jon's defense did not begin to weaken and slow.,Jon's defense weakened and slow.,2
231,I did not begin to shake my head and gibber.,I shook my head and gibber.,2
232,"It did not begin to consume her, head-first.","It consumed her, head-first.",2
233,She did not begin to walk the other way. ,She walked the other way.,2
234,Drew did not begin to think about that.,Drew thought about that.,2
235,A lady bandit did not try to overtake a town.,A lady bandit overtook a town.,1
236,They do not try to see her views differently.,They see her views differently.,1
237,I do not refuse to give you a toast.,I give you a toast.,1
238,He did not have to try something.,He tried something.,1
239,I do not need to win this time ,I win this.,1
240,Susan did not need to be safe.,Susan was safe.,1
241,You do not need to do it right,You do it.,1
242,We do not need to talk to FAA.,We talk to faa.,1
243,I did not need to lie down.,I lied down.,1
244,I did not need to help her.,I helped her.,1
245,He did not have to begin somewhere.,He began somewhere.,1
246,I did not have to figure it out.  ,I figured it out.,1
247,You did not have to make a choice.,You made a choice.,1
248,The city does not have to grow up.,The city grows up.,1
249,I did not try to tolerate it.,I tolerated it.,1
250,We do not have to accept it.,We accept it.,1
251,I did not have to get space.,I got space.,1
252,We do not want to see it again.,We see it again.,1
253,I do not want to stay married.,I stay married.,1
254,We do not want to make a deal.,We make a deal.,1
255,I do not want to talk to him.,I talk to him ..,1
256,He did not want to kill me.,He killed me.,1
257,I did not want to know why.,I knew why.,1
258,I did not want to help her.,I helped her.,1
259,He did not try to grab me.,He grabbed me.,1
260,He did not try to stop the car.,He stopped the car.,1
261,Hanson did not try to make him feel better.,Hanson made him feel better.,1
262,I'm still not trying to be confident.,I'm still being confident.,1
263,Wolf did not try to help the president out.,Wolf helped the president out.,1
264,Yates has not tried to save it for years.,Yates has saved it for years.,1
265,Philosophers do not try to answer questions.,Philosophers answer questions.,1
266,Amazon did not try to make it easy to use.,Amazon made it easy to use.,1
267,Adrin did not try to put Jon off balance.,Adrin put jon off balance.,1
268,The writer did not try to be a masseuse.,The writer was a masseuse.,1
269,I did not try to keep my speeches short.,I kept my speeches short.,1
270,"He sat up, not trying to free himself.","He sat up, freeing himself.",1
271,He did not try to make his words casual.,He made his words casual.,1
272,That's why we did not try to kill you.,That's why we killed you.,1
273,It did not try to look upscale.,It looked upscale.,1
274,He did not try to get her to relax. ,He got her to relax.,1
275,I did not try to get into character.,I got into character.,1
276,Geffen did not try to market Larson.,Geffen marketed larson.,1
277,You do not try to get close to 21.,You get close to 21.,1
278,He does not try to humiliate her. ,He humiliates her.,1
279,I did not try to move back a bit.,I moved back a bit.,1
280,Are you not trying to be slow?,Are you being slow.,1
281,Five men did not try to kill us.,Five men killed us.,1
282,Adrin did not try to stab Jon. ,Adrin stabbed jon.,1
283,They did not refuse to patch him up.,They patched him up.,1
284,I do not refuse to live in this place.,I live in this place.,1
285,I just about did not manage to shake my head.,I just about shook my head.,2
286,Vets do not like to point out screw ups.,Vets point out screw ups.,1
287,He did not appear to be a heroic character.,He was a heroic character.,1
288,Rodriguez did not appear to be in his 50s.,Rodriguez was in his 50s.,1
289,They did not appear to be in an argument.,They was in an argument.,1
290,She did not appear to struggle to talk. ,She struggled to talk.,1
291,The man did not appear to be losing.,The man was losing.,1
292,It does not appear to be uninterested.,It is uninterested.,1
293,It does not appear to be a leg-wound.,It is a leg-wound.,1
294,It does not appear to be a trap. ,It is a trap.,1
295,I do not like to stay away from smoking.,I stay away from smoking.,1
296,People do not like to rely on experts. ,People rely on experts.,1
297,We do not plan to use our studies.,We use our studies.,1
298,You do not like to eat there as well. ,You eat there as well.,1
299,Everyone does not like to look good.,Everyone looks good.,1
300,Jon does not like to be with then.,Jon is with then.,1
301,I do not like to be transparent.,I am transparent.,1
302,I do not like to invent things.,I invent things.,1
303,I do not like to read Krugman.,I read krugman.,1
304,'I do not like to think I am.,' i think i am.,1
305,"When you like somebody, you do not tend to trust him.","When you like somebody, you trust him.",1
306,The Japanese do not tend to start lessons unprepared.,The japanese start lessons unprepared.,1
307,You do not plan to stay with him?,You stay with him.,1
308,The man did not plan to go home. ,The man went home.,1
309,Natural dyes do not tend to give more muted colors.,Natural dyes give more muted colors.,1
310,Johnny Shannon did not come to tell everyone about it.,Johnny shannon told everyone about it.,2
311,The man did not manage to stay on his horse.,The man stayed on his horse.,2
312,"The helicopter did not choose to dip low, for some reason.","The helicopter dipped low, for some reason.",1
313,Hilary Clinton does not choose to stay at Trump Tower. ,Hilary clinton stays at trump tower.,1
314,All France's kings did not choose to live in chateaus.,All france's kings lived in chateaus.,1
315,They do not choose to do so for their own reasons.,They do so for their own reasons.,1
316,Too bad it did not choose to use McIntyre instead.,Too bad it used mcintyre instead.,1
317,She has did not choose to live a hollow life.,She has lived a hollow life.,1
318,He did not choose to be buried there.,He was buried there.,1
319,He did not choose to do so. ,He did so.,1
320,She had not come to know Betty Currie very well.,She had known betty currie very well.,2
321,He did not plan to dispose of them himself.,He disposed of them himself.,1
322,Crowds do not come to see the plum trees in bloom.,Crowds see the plum trees in bloom.,2
323,Your brother did not come to help us there.,Your brother helped us there.,2
324,Once they did not come to look at me.,Once they looked at me.,2
325,Owners do not plan to keep the facility under budget.,Owners keep the facility under budget.,1
326,Advocates do not plan to appeal the judge's ruling.,Advocates appeal the judge's ruling.,1
327,He did not plan to visit Jane right after dinner.,He visited jane right after dinner.,1
328,Forbes does not plan to do nothing to assist farms ,Forbes does nothing to assist.,1
329,Tommy did not plan to hide behind Whittington.,Tommy hid behind whittington.,1
330,Here is a man who does not plan to kill his wife.,Here is a man who kills his wife.,1
331,Many tourists do not tend to visit Dataran Merdeka.,Many tourists visit dataran merdeka.,1
332,Each area does not tend to consist of a big city. ,Each area consists of a big city.,1
333,Europe did not refuse to get involved.,Europe got involved.,1
334,I do not refuse to speak to the townspeople.,I speak to the townspeople.,1
335,The smithy did not refuse to speak to the man.,The smithy spoke to the man.,1
336,The sheik did not refuse to help the invaders.,The sheik helped the invaders.,1
337,Alan Alda did not refuse to act in the comedy.,Alan alda acted in the comedy.,1
338,They do not refuse to tell us anything at all/,They tell us anything at all.,1
339,The commission did not refuse to interpret it.,The commission interpreted it.,1
340,I do not refuse to be your Kassandra Lubbock.,I am your kassandra lubbock.,1
341,They did not refuse to talk about the market.,They talked about the market.,1
342,He did not refuse to provide any information.,He provided any information.,1
343,My brain not refusing to command properly.,My brain commanding properly.,1
344,She does not refuse to let him humiliate her.,She lets him humiliate her.,1
345,The lawyers did not refuse to take any classes.,The lawyers took any classes.,1
346,Drew did not refuse to answer the question.,Drew answered the question.,1
347,The lady did not refuse to let him ask her.,The lady let him ask her.,1
348,FEMA does not refuse to help flood victims.,Fema helps flood victims.,1
349,Sather karf did not refuse to reward him. ,Sather karf rewarded him.,1
350,He did not refuse to give Pondicherry up.,He gave pondicherry up.,1
351,He did not refuse to admit to something.,He admitted to something.,1
352,Bush did not refuse to adopt the saying.,Bush adopted the saying.,1
353,Lincoln did not refuse to let him do it.,Lincoln let him do it.,1
354,Ca'daan did not refuse to speak to her.,Ca ` daan spoke to her.,1
355,The CNN man did not refuse to speak to anyone.,The cnn man spoke to anyone.,1
356,Courts do not refuse to deal with infringement.,Courts deal with infringement.,1
357,Jamaicans do not tend to get in people's face.,Jamaicans get in people's face.,1
358,He did not fail to get most of his policies adopted.,He got most of his policies adopted.,0
359,Her husband does not decide to burn her will.,Her husband burns her will.,1
360,The company did not decide to keep the CEO.,The company kept the ceo.,1
361,She did not decide to risk the ninepence.,She risked the ninepence.,1
362,I did not decide to take that as a yes.,I took that as a yes.,1
363,He did not decide to accept the offer.,He accepted the offer.,1
364,They did not decide to stay together. ,They stayed together.,1
365,I have not decided to be romantic.,I have been romantic.,1
366,Who did not decide to pick me?,Who picked me.,1
367,I did not decide to try it.,I tried it.,1
368,The appendix does not fail to describe the model.,The appendix describes the model.,0
369,Everyone did not refuse to protect the village.,Everyone protected the village.,1
370,The program did not fail to develop new units.,The program developed new units.,0
371,David Plotz did not fail to change my mind.,David plotz changed my mind.,0
372,The son did not fail to match his father.,The son matched his father.,0
373,Nuance does not fail to frame anything.,Nuance frames anything.,0
374,I rarely do not fail to turn it out.,I rarely turn it out.,0
375,It did not fail to attract Deave.,It attracted deave.,0
376,A'dreen did not refuse to be with the strangers.,A'dreen was with the strangers.,1
377,Miss Cowley did not refuse to tell him anything.,Miss cowley told him anything.,1
378,They do not refuse to admit that they are wrong.,They admit that they are wrong.,1
379,"I have a teen-age daughter, 14, who does not love to chew gum.","I have a teen-age daughter, 14, who chews gum.",1
380,That did not happen to be stealing.,That was stealing.,1
381,We do not decline to sanction such a result.,We sanction such a result.,1
382,"However, significant integration and planning work does not remain to be done in this area of the state.","However, significant integration and planning work is done in this area of the state.",1
383,Access to these choices will prove a necessity as the younger generation of business and community leaders do not prepare to lead the country into the 21st century.,Access to these choices will prove a necessity as the younger generation of business and community leaders lead the country into the 21st century.,1
384,"Through the provision of legal information, programs also assist individuals in not preparing to represent themselves in court.","Through the provision of legal information, programs also assist individuals in representing themselves in court.",1
385,Seasons of plenty alternate with leaner periods when the people do not prepare to  mend and make do.  ,Seasons of plenty alternate with leaner periods when the people mend and make do.,1
386,"What a dirty trick! As his indignation cooled, he did not prepare to face the situation.","What a dirty trick! as his indignation cooled, he faced the situation.",1
387,"Tommy muttered under his breath, not preparing to speak again.","Tommy muttered under his breath, speaking again.",1
388,He expected the worst as he did not prepare to get out of bed. ,He expected the worst as he got out of bed.,1
389,But much does not remain to be done to create what Jefferson wrongly perceived as  an America with blacks and whites--and others as well--living in a state of equal freedom under the same government.,But much is done to create what jefferson wrongly perceived as an america with blacks and whites -- and others as well -- living in a state of equal freedom under the same government.,1
390,Whether this is an ineffective avenue to higher costs and improve performance does not remain to be seen.,Whether this is an ineffective avenue to higher costs and improve performance is seen.,1
391,Whether this is an effective avenue to lower costs and improve performance does not remain to be seen.,Whether this is an effective avenue to lower costs and improve performance is seen.,1
392,LSC and LSNJ have both not moved to dismiss the case.,Lsc and lsnj have both dismissed the case.,1
393,"The addition of Chrysler may help change that approach, but how does not remain to be seen.","The addition of chrysler may help change that approach, but how is seen.",1
394,That story does not remain to be told.,That story is told.,1
