,label
1159,1
1160,1
1161,0
1162,2
1163,0
1164,0
1165,2
1166,0
1167,1
1168,2
1169,2
1170,0
1171,0
1172,0
1173,0
1174,2
1175,1
1176,2
1177,1
1178,2
1179,2
1180,2
1181,0
1182,2
1183,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,2
1190,0
1191,2
1192,2
1193,0
1194,2
1195,0
1196,2
1197,0
1198,2
1199,2
1200,2
1201,0
1202,0
1203,0
1204,2
1205,1
1206,0
1207,2
1208,0
1209,2
1210,1
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,2
1220,2
1221,0
1222,0
1223,1
1224,2
1225,1
1226,2
1227,2
1228,1
1229,1
1230,1
1231,1
1232,2
1233,0
1234,2
1235,0
1236,0
1237,2
1238,1
1239,2
1240,1
1241,0
1242,0
1243,0
1244,0
1245,1
1246,0
1247,2
1248,1
1249,0
1250,0
1251,0
1252,2
1253,0
1254,0
1255,2
1256,0
1257,1
1258,0
1259,2
1260,1
1261,2
1262,2
1263,1
1264,2
1265,2
1266,0
1267,1
1268,2
1269,0
1270,1
1271,0
1272,2
1273,0
1274,2
1275,1
1276,1
1277,1
1278,0
1279,0
1280,2
1281,0
1282,1
1283,0
1284,0
1285,2
1286,0
1287,1
1288,0
1289,1
1290,1
1291,2
1292,1
1293,1
1294,2
1295,2
1296,2
1297,1
1298,2
1299,2
1300,2
1301,1
1302,0
1303,2
1304,0
1305,1
1306,1
1307,0
1308,2
1309,2
1310,2
1311,2
1312,2
1313,1
1314,2
1315,1
1316,2
1317,2
1318,1
1319,1
1320,2
1321,2
1322,2
1323,0
1324,1
1325,2
1326,1
1327,0
1328,0
1329,1
1330,2
1331,2
1332,2
1333,0
1334,0
1335,2
1336,0
1337,1
1338,0
1339,1
1340,0
1341,0
1342,2
1343,1
1344,1
1345,1
1346,0
1347,2
1348,2
1349,1
1350,0
1351,1
1352,0
1353,2
1354,1
1355,2
1356,0
1357,0
1358,1
1359,2
1360,2
1361,1
1362,2
1363,2
1364,2
1365,2
1366,0
1367,0
1368,0
1369,1
1370,1
1371,1
1372,1
1373,2
1374,2
1375,2
1376,2
1377,2
1378,2
1379,2
1380,0
1381,1
1382,2
1383,0
1384,1
1385,1
1386,0
1387,2
1388,0
1389,2
1390,0
1391,0
1392,0
1393,1
1394,0
1395,2
1396,1
1397,0
1398,0
1399,0
1400,0
1401,2
1402,1
1403,0
1404,1
1405,1
1406,2
1407,0
1408,1
1409,1
1410,0
1411,2
1412,0
1413,2
1414,2
1415,0
1416,2
1417,2
1418,2
1419,1
1420,0
1421,2
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,1
1433,2
1434,2
1435,1
1436,0
1437,1
1438,0
1439,1
1440,2
1441,2
1442,0
1443,2
1444,2
1445,2
1446,2
1447,2
1448,2
1449,0
1450,2
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,1
1459,2
1460,0
1461,1
1462,0
1463,1
1464,2
1465,0
1466,0
1467,0
1468,0
1469,0
1470,1
1471,2
1472,1
1473,0
1474,2
1475,1
1476,2
1477,2
1478,2
1479,2
1480,0
1481,2
1482,2
1483,0
1484,0
1485,0
1486,0
1487,2
1488,0
1489,0
1490,0
1491,0
1492,0
1493,1
1494,2
1495,0
1496,0
1497,0
