,label
1231,0
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,0
1257,1
1258,1
1259,0
1260,0
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,0
1268,1
1269,0
1270,1
1271,0
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,1
1279,1
1280,0
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,0
1297,0
1298,1
1299,1
1300,1
1301,0
1302,1
1303,0
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,0
1311,0
1312,1
1313,1
1314,1
1315,1
1316,0
1317,1
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,1
1326,1
1327,2
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,0
1346,1
1347,1
1348,1
1349,0
1350,0
1351,1
1352,1
1353,1
1354,1
1355,1
1356,0
1357,0
1358,1
1359,1
1360,1
1361,1
1362,0
1363,0
1364,1
1365,0
1366,1
1367,1
1368,0
1369,1
1370,0
1371,0
1372,1
1373,1
1374,1
1375,0
1376,1
1377,1
1378,0
1379,0
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,1
1391,1
1392,0
1393,1
1394,1
1395,1
1396,0
1397,0
1398,0
1399,0
1400,1
1401,1
1402,1
1403,1
1404,0
1405,1
1406,1
1407,1
1408,0
1409,1
1410,0
1411,0
1412,1
1413,1
1414,1
1415,1
1416,0
1417,1
1418,0
1419,0
1420,1
1421,0
1422,1
1423,1
1424,1
1425,1
1426,1
1427,0
1428,1
1429,0
1430,1
1431,1
1432,1
1433,1
1434,1
1435,0
1436,0
1437,1
1438,1
1439,0
1440,0
1441,1
1442,1
1443,0
1444,0
1445,1
1446,0
1447,0
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,0
1455,1
1456,1
1457,0
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,1
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,0
1486,1
1487,1
1488,0
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,0
1497,1
